measure,condition,time,value,baseline_subtracted,eid,expression,n_events,subject
pupil,stim,0.6499999999999998,195.68642508048802,-27.175045329402508,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,0.7499999999999998,196.36195105728734,-26.499519352603187,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,0.8499999999999998,197.4641641404472,-25.397306269443334,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,0.9499999999999997,199.50470584834252,-23.356764561548005,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,1.0499999999999996,202.0091593403498,-20.85231106954072,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,1.1499999999999997,203.499262518221,-19.362207891669527,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,1.2499999999999998,202.94464091495797,-19.916829494932557,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,1.3499999999999996,203.95037374123237,-18.91109666865816,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,1.4499999999999995,207.10738536497706,-15.754085044913467,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,1.5499999999999996,210.14698466555458,-12.714485744335946,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,1.6499999999999997,212.15546701708874,-10.70600339280179,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,1.7499999999999996,216.95441570284456,-5.9070547070459725,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,1.8499999999999994,222.74130794321547,-0.1201624666750547,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,1.9499999999999995,228.2583614866947,5.396891076804167,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,2.0499999999999994,231.04318193482735,8.181711524936816,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,2.1499999999999995,233.17075158819642,10.309281178305895,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,2.249999999999999,234.7406204293397,11.879150019449185,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,2.349999999999999,234.88281811857252,12.021347708681986,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,2.4499999999999993,235.79260784945149,12.931137439560956,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,2.549999999999999,237.13490617761843,14.273435767727904,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,2.649999999999999,238.71570353346445,15.85423312357392,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,2.749999999999999,239.6581998019619,16.79672939207137,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,2.849999999999999,239.4787184356164,16.61724802572587,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,2.9499999999999993,237.75297665409795,14.89150624420742,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,3.049999999999999,236.35524189333253,13.493771483442004,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,3.149999999999999,234.90708285385395,12.045612443963421,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,3.249999999999999,234.35479678596485,11.493326376074322,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,3.3499999999999988,233.43868766327833,10.5772172533878,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,3.449999999999999,231.87007229502055,9.00860188513002,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,3.549999999999999,229.38047749132906,6.519007081438531,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,3.649999999999999,226.5508357005547,3.6893652906641705,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,3.749999999999999,223.02958252385199,0.1681121139614561,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,3.8499999999999988,220.4368821668751,-2.424588243015421,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,stim,3.949999999999999,219.33999066897107,-3.5214797409194603,7ab26936-81b3-482d-a60f-538e2e325f1e,1,45,ZFM-03330
pupil,no_stim,-0.45,240.31459652766787,13.947900774623747,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,-0.35000000000000003,234.50331756045472,8.136621807410592,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,-0.25000000000000006,227.2146874471632,0.8479916941190595,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,-0.15000000000000008,219.42492946880958,-6.9417662842345464,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,-0.050000000000000086,210.37594776112522,-15.990747991918909,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,0.04999999999999989,201.73866589354915,-24.628029859494973,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,0.14999999999999986,194.8220170284884,-31.544678724555723,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,0.24999999999999983,189.8344179569131,-36.53227779613104,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,0.3499999999999998,187.37918887725,-38.98750687579414,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,0.4499999999999998,184.45537215968292,-41.9113235933612,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,0.5499999999999998,181.95262723536658,-44.41406851767755,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,0.6499999999999998,179.61244784068364,-46.75424791236048,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,0.7499999999999998,178.84890462868543,-47.517791124358695,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,0.8499999999999998,180.21980435792128,-46.14689139512285,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,0.9499999999999997,180.87117971321638,-45.49551603982775,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,1.0499999999999996,179.17767879968562,-47.189016953358504,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,1.1499999999999997,175.22474498205847,-51.14195077098566,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,1.2499999999999998,172.7064268079769,-53.66026894506723,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,1.3499999999999996,171.1280544887872,-55.23864126425693,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
